task,source,disease,fid,group,importance,importance_sample_pooled,importance_fold_pooled
lodo,attn,T2DM,AB266102.1.1428,T2DM,0.1602068910562007,0.1602068910562007,0.1602068910562007
lodo,attn,T2DM,DQ824197.1.1281,T2DM,0.1660492836973808,0.1660492836973808,0.1660492836973808
lodo,attn,T2DM,AM886059.1.1431,T2DM,0.1738435888913325,0.1738435888913325,0.1738435888913325
lodo,attn,T2DM,GQ491195.1.1341,T2DM,0.1744011557177528,0.1744011557177528,0.1744011557177528
lodo,attn,T2DM,FAVI01000008.1703276.1704567,T2DM,0.1800250435215811,0.1800250435215811,0.1800250435215811
lodo,attn,T2DM,MK131295.1.1339,T2DM,0.2035062735202474,0.2035062735202474,0.2035062735202474
lodo,attn,T2DM,JF203236.1.1325,T2DM,0.2052072513633658,0.2052072513633658,0.2052072513633658
lodo,attn,T2DM,GQ492470.1.1319,T2DM,0.2081047705449694,0.2081047705449694,0.2081047705449694
lodo,attn,T2DM,EF434343.1.1369,T2DM,0.2133193511465828,0.2133193511465828,0.2133193511465828
lodo,attn,T2DM,HQ766049.1.1250,T2DM,0.234416243074088,0.234416243074088,0.234416243074088
lodo,attn,T2DM,KF084610.1.1355,T2DM,0.2484844772992944,0.2484844772992944,0.2484844772992944
lodo,attn,T2DM,HM308748.1.1356,T2DM,0.2614122512396202,0.2614122512396202,0.2614122512396202
lodo,attn,T2DM,AY995251.1.1356,T2DM,0.2755299675780441,0.2755299675780441,0.2755299675780441
lodo,attn,T2DM,MH447010.1.1277,T2DM,0.2879516503005833,0.2879516503005833,0.2879516503005833
lodo,attn,T2DM,FJ558299.1.1272,T2DM,0.3074307770828015,0.3074307770828015,0.3074307770828015
lodo,attn,T2DM,AJ234058.1.1367,T2DM,0.3214462778969411,0.3214462778969411,0.3214462778969411
lodo,attn,T2DM,KY003111.1.1207,T2DM,0.4322868472189441,0.4322868472189441,0.4322868472189441
lodo,attn,T2DM,JX096007.1.1204,T2DM,0.4813714029947393,0.4813714029947393,0.4813714029947393
lodo,attn,T2DM,JN004064.1.1431,T2DM,0.4834511513951941,0.4834511513951941,0.4834511513951941
lodo,attn,T2DM,MH813973.1.1314,T2DM,0.5808240831035882,0.5808240831035882,0.5808240831035882
