"KO","r2","F","p_value","description"
"K11963",0.0135181508542848,15.210768917087,0.001,"urtE; urea transport system ATP-binding protein"
"K12063",0.00665694026307769,7.43872282549917,0.001,"traC; conjugal transfer ATP-binding protein TraC"
"K12111",0.00370040440652127,4.12270456537913,0.002,"ebgA; evolved beta-galactosidase subunit alpha [EC:3.2.1.23]"
"K12132",0.0186803986152822,21.1299585106669,0.001,"prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]"
"K12137",0.00102274178238576,1.13640562796565,0.344,"hyfB; hydrogenase-4 component B [EC:1.-.-.-]"
"K12140",0.00112923886785439,1.25487219377377,0.259,"hyfE; hydrogenase-4 component E [EC:1.-.-.-]"
"K12141",0.00097414212513101,1.08235212369334,0.332,"hyfF; hydrogenase-4 component F [EC:1.-.-.-]"
"K12152",0.0120502377793555,13.5389110322973,0.001,"nudJ; phosphatase NudJ [EC:3.6.1.-]"
"K12243",0.00138957393043594,1.54457336166091,0.114,"pchR; AraC family transcriptional regulator, transcriptional activator of the genes for pyochelin and ferripyochelin receptors"
"K12251",0.00999743218401816,11.2092130717815,0.001,"aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]"
"K12257",0.0139136206318963,15.6620345078711,0.001,"secDF; SecD/SecF fusion protein"
"K12262",0.0216990192074614,24.6201443044345,0.001,"cybB; superoxide oxidase [EC:1.10.3.17]"
"K12264",0.00723299173829476,8.08711486450882,0.001,"norV; anaerobic nitric oxide reductase flavorubredoxin"
"K12266",0.00938017301112703,10.5105831305635,0.001,"norR; anaerobic nitric oxide reductase transcription regulator"
"K12267",0.00876564894802721,9.81591318136234,0.001,"msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]"
"K12268",0.00547178444179853,6.10709745121447,0.001,"asp1; accessory secretory protein Asp1"
"K12269",0.00547178444179853,6.10709745121447,0.001,"asp2; accessory secretory protein Asp2"
"K12270",0.00527138579789034,5.88224582274801,0.001,"asp3; accessory secretory protein Asp3"
"K12297",0.00682895731077547,7.63226301326295,0.001,"rlmKL; 23S rRNA (guanine2069-N7)-methyltransferase / 23S rRNA (guanine2445-N2)-methyltransferase [EC:2.1.1.264 2.1.1.173]"
"K12308",0.00998720109903276,11.1976261642606,0.001,"bgaB, lacA; beta-galactosidase [EC:3.2.1.23]"
"K12339",0.0113415055291813,12.7334880626597,0.001,"cysM; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]"
"K12340",0.0226507670564597,25.7250433982002,0.001,"tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein"
"K12368",0.0114792642290037,12.8899504412075,0.001,"dppA; dipeptide transport system substrate-binding protein"
"K12369",0.010515170492754,11.7958748824572,0.001,"dppB; dipeptide transport system permease protein"
"K12370",0.010515170492754,11.7958748824572,0.001,"dppC; dipeptide transport system permease protein"
"K12371",0.00726825574503551,8.12683176868108,0.001,"dppD; dipeptide transport system ATP-binding protein"
"K12372",0.00518190657654753,5.7818774487442,0.001,"dppF; dipeptide transport system ATP-binding protein"
"K12373",0.00643747282376566,7.19189244655603,0.001,"HEXA_B; hexosaminidase [EC:3.2.1.52]"
"K12410",0.00940163087859227,10.5348550941925,0.001,"cobB, srtN, npdA; NAD-dependent protein deacetylase/lipoamidase [EC:2.3.1.286 2.3.1.313]"
"K12452",0.00432484322976887,4.82142790487567,0.001,"ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]"
"K12500",0.00913769265412652,10.2363757011295,0.001,"tesC; thioesterase III [EC:3.1.2.-]"
"K12503",0.0112502031386871,12.6298134508687,0.001,"uppS; short-chain Z-isoprenyl diphosphate synthase [EC:2.5.1.68]"
"K12506",0.00317000672057529,3.52989725786896,0.001,"ispDF; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]"
"K12510",0.00548887910576347,6.1262822299253,0.001,"tadB; tight adherence protein B"
"K12511",0.00609938150956538,6.81186161841867,0.001,"tadC; tight adherence protein C"
"K12513",0.00933942622210301,10.4644954901158,0.001,"tadE; tight adherence protein E"
"K12524",0.0159572794596481,17.9998081693883,0.001,"thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]"
"K12525",0.00857469075182789,9.60022570106333,0.001,"metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]"
"K12527",0.00654270138186466,7.31022716725875,0.001,"ygfK; putative selenate reductase [EC:1.97.1.9]"
"K12529",0.0190003783234896,21.4989073115342,0.001,"ygfM; putative selenate reductase FAD-binding subunit"
"K12536",0.0113174328961705,12.7061515320822,0.001,"hasD, prtD, aprD, rsaD, prsD, eexD; ATP-binding cassette, subfamily C, type I secretion system permease/ATPase"
"K12537",0.0102754784275233,11.5241976994057,0.001,"hasE, prtE, rsaE, prsE, eexE; membrane fusion protein, type I secretion system"
"K12541",0.00892848572222237,9.99990314411264,0.001,"lapB; ATP-binding cassette, subfamily C, bacterial LapB"
"K12542",0.0104206789085514,11.6887583864772,0.001,"lapC; membrane fusion protein, adhesin transport system"
"K12543",0.00817751203820649,9.15187795455477,0.001,"lapE; outer membrane protein, adhesin transport system"
"K12554",0.0048530899772795,5.41320062447589,0.001,"murN; alanine adding enzyme [EC:2.3.2.-]"
"K12555",0.0125867252795705,14.1493591569133,0.001,"pbp2A; penicillin-binding protein 2A [EC:2.4.99.28 3.4.16.4]"
"K12556",0.00732790688256043,8.19402166741457,0.001,"pbp2X; penicillin-binding protein 2X"
"K12574",0.0154495113074976,17.4180580359026,0.001,"rnj; ribonuclease J [EC:3.1.-.-]"
"K12582",0.00745990262605777,8.34272785233827,0.001,"wecF, rffT; dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase [EC:2.4.1.325]"
"K12583",0.0155620150671967,17.5469018759647,0.001,"mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase [EC:2.4.1.-]"
"K12940",0.00239049220850519,2.65980459359791,0.008,"abgA; aminobenzoyl-glutamate utilization protein A"
"K12941",0.00612490318024127,6.8405401763485,0.001,"abgB; aminobenzoyl-glutamate utilization protein B"
"K12942",0.0039617440651063,4.41502711975697,0.001,"abgT; aminobenzoyl-glutamate transport protein"
"K12945",0.00973429557611852,10.9112817309752,0.001,"nudK; GDP-mannose pyrophosphatase NudK [EC:3.6.1.-]"
"K12952",0.0174753875204935,19.742691329427,0.001,"ctpE; cation-transporting P-type ATPase E [EC:7.2.2.-]"
"K12957",0.00958408438125779,10.7412789873738,0.001,"ahr; alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]"
"K12960",0.014569267681294,16.4109831324055,0.001,"mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]"
"K12961",0.00930083171962389,10.4208457413994,0.001,"diaA; DnaA initiator-associating protein"
"K12962",0.00624108806714786,6.97111509778563,0.001,"arnE; undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE"
"K12972",0.0110277068405525,12.3772472471479,0.001,"ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]"
"K12973",0.00638655277204002,7.13463932753923,0.001,"pagP, crcA; lipid IVA palmitoyltransferase [EC:2.3.1.251]"
"K12976",0.00698265994887753,7.80525397759423,0.001,"pagL; lipid A 3-O-deacylase [EC:3.1.1.-]"
"K12990",0.00227442430261201,2.53036610205636,0.005,"rfbF, rhlC; rhamnosyltransferase [EC:2.4.1.-]"
"K12996",0.00448235764312321,4.99781899604263,0.001,"rgpA; rhamnosyltransferase [EC:2.4.1.-]"
"K12999",0.0100328316868571,11.2493055617061,0.001,"rgpI; glucosyltransferase [EC:2.4.1.-]"
"K13002",0.00548190066268918,6.11845047328915,0.001,"wbyL; glycosyltransferase [EC:2.4.1.-]"
"K13012",0.00508763391239734,5.67615182527925,0.001,"wbqP; O-antigen biosynthesis protein WbqP"
"K13014",0.00521164541034801,5.81523333963088,0.001,"arnD; undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]"
"K13015",0.00395994946216766,4.41301923615686,0.001,"wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]"
"K13017",0.00255207209231704,2.84004802978959,0.001,"wbpE, wlbC; UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]"
"K13018",0.0030335396444915,3.37747470881301,0.001,"wbpD, wlbB; UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]"
"K13020",0.00586825378242873,6.55221173982137,0.001,"wlbA, bplA; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]"
"K13021",0.00759367567234267,8.49347670371901,0.001,"ttuB; MFS transporter, ACS family, tartrate transporter"
"K13043",0.0180964229568306,20.4572322086559,0.001,"argF; N-succinyl-L-ornithine transcarbamylase [EC:2.1.3.11]"
"K13049",0.00504440148120926,5.62767389065205,0.001,"PM20D1; carboxypeptidase PM20D1 [EC:3.4.17.-]"
"K13051",0.0102729349792589,11.521315552524,0.001,"ASRGL1, iaaA; L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]"
"K13052",0.0042193010950787,4.70326872240827,0.001,"divIC, divA; cell division protein DivIC"
"K13053",0.00987498711485339,11.0705573082606,0.001,"sulA; cell division inhibitor SulA"
"K13069",0.0097430463518817,10.9211870825516,0.001,"E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]"
"K13075",0.00562322576532083,6.27707802639507,0.001,"ahlD, aiiA, attM, blcC; N-acyl homoserine lactone hydrolase [EC:3.1.1.81]"
"K13252",0.00701962714421541,7.84686821922787,0.001,"ptcA; putrescine carbamoyltransferase [EC:2.1.3.6]"
"K13255",0.00935358161558226,10.4805058602326,0.001,"fhuF; ferric iron reductase protein FhuF"
"K13256",0.0117935818628842,13.2471067051753,0.001,"psiE; protein PsiE"
"K13280",0.00938158705257092,10.5121825843816,0.001,"SEC11, sipW; signal peptidase I [EC:3.4.21.89]"
"K13281",0.00597766971082238,6.67511501183534,0.001,"uvsE, UVE1; UV DNA damage endonuclease [EC:3.-.-.-]"
"K13282",0.00869433254139877,9.73535150433876,0.001,"cphB; cyanophycinase [EC:3.4.15.6]"
"K13283",0.0106855175537598,11.9890335127262,0.001,"fieF; ferrous-iron efflux pump FieF"
"K13288",0.0169166159995905,19.1005606087404,0.001,"orn, REX2, REXO2; oligoribonuclease [EC:3.1.-.-]"
"K13378",0.0150196961701012,16.9260874395022,0.001,"nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]"
"K13479",0.00610201581003677,6.81482169889003,0.001,"ygeT, xdhB; xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]"
"K13480",0.00602347919507677,6.72657931710583,0.001,"ygeU, xdhC; xanthine dehydrogenase iron-sulfur-binding subunit"
"K13481",0.0148657432386136,16.7499758348754,0.001,"xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]"
"K13482",0.0148654961213263,16.7496931938792,0.001,"xdhB; xanthine dehydrogenase large subunit [EC:1.17.1.4]"
"K13483",0.0148481013378758,16.7297982244409,0.001,"yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit"
"K13497",0.00435245614657802,4.85234594563801,0.001,"trpGD; anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]"
"K13498",0.00816351770239137,9.13608725972981,0.001,"trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]"
"K13527",0.00697724274796673,7.79915605526996,0.001,"mpa; proteasome-associated ATPase"
"K13529",0.00443496383981385,4.94473960353233,0.001,"ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]"
"K13532",0.00879028514069171,9.84374583894462,0.001,"kinD; two-component system, sporulation sensor kinase D [EC:2.7.13.3]"
"K13542",0.00563461016129716,6.28985817784183,0.001,"cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]"
"K13566",0.00377570327111725,4.20691469250595,0.001,"NIT2, yafV; omega-amidase [EC:3.5.1.3]"
"K13570",0.00711492126276407,7.95415579385314,0.001,"pup; prokaryotic ubiquitin-like protein Pup"
"K13571",0.00711492126276407,7.95415579385314,0.001,"pafA; proteasome accessory factor A [EC:6.3.1.19]"
"K13587",0.0171571809300614,19.3769242272023,0.001,"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
"K13590",0.0131606888278785,14.8031847065294,0.001,"dgcB; diguanylate cyclase [EC:2.7.7.65]"
"K13598",0.015250230680792,17.1899060889163,0.001,"ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]"
"K13599",0.0128625976707862,14.4635218773841,0.001,"ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX"
"K13626",0.00324216112871919,3.610504690842,0.001,"fliW; flagellar assembly factor FliW"
"K13628",0.0179791014413638,20.3221770832021,0.001,"iscA; iron-sulfur cluster assembly protein"
"K13633",0.0101526292105989,11.3850061699689,0.001,"ftrA; AraC family transcriptional regulator, transcriptional activator FtrA"
"K13634",0.00977384790185879,10.9560539762315,0.001,"cysB; LysR family transcriptional regulator, cys regulon transcriptional activator"
"K13635",0.0101020914168949,11.327755494305,0.001,"cbl; LysR family transcriptional regulator, cys regulon transcriptional activator"
"K13639",0.0118457216343515,13.3063746238871,0.001,"soxR; MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR"
"K13640",0.0101019248163048,11.3275667740009,0.001,"hspR; MerR family transcriptional regulator, heat shock protein HspR"
"K13641",0.00754829756281187,8.4423355556201,0.001,"iclR; IclR family transcriptional regulator, acetate operon repressor"
"K13643",0.00897584534967855,10.0534263381892,0.001,"iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor"
"K13652",0.00987106939028019,11.0661214761837,0.001,"K13652; AraC family transcriptional regulator"
"K13653",0.0132140703851249,14.8640324991391,0.001,"K13653; AraC family transcriptional regulator"
"K13677",0.00417452928001958,4.65315222101274,0.001,"dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]"
"K13678",0.00494218873472268,5.51307615842602,0.001,"cpoA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase [EC:2.4.1.-]"
"K13683",0.0143701915037126,16.1834721633026,0.001,"wcaE; putative colanic acid biosynthesis glycosyltransferase WcaE [EC:2.4.-.-]"
"K13684",0.00481851213786534,5.37444530295712,0.001,"wcaC; putative colanic acid biosynthesis glycosyltransferase WcaC [EC:2.4.-.-]"
"K13688",0.00444019893917139,4.95060248237072,0.001,"chvB, cgs, ndvB; cyclic beta-1,2-glucan glucanotransferase [EC:2.4.1.397]"
"K13693",0.00705684926800341,7.88877256639439,0.001,"gpgS; glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]"
"K13694",0.00795454913141242,8.90034778964719,0.001,"mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]"
"K13695",0.00923910268688573,10.3510382881028,0.001,"nlpC; probable lipoprotein NlpC"
"K13735",0.00808766141185445,9.05050155937815,0.001,"yeeJ; adhesin/invasin"
"K13745",0.00662896415323791,7.40725262220063,0.001,"ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]"
"K13766",0.0143318610779334,16.1396774110032,0.001,"liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]"
"K13771",0.013609783605274,15.3152976892553,0.001,"nsrR; Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor"
"K13777",0.0117727422669145,13.2234198298187,0.001,"atuF; geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]"
"K13787",0.00803278626095418,8.98859622189564,0.001,"idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"K13788",0.0132361482206988,14.8892001855189,0.001,"pta; phosphate acetyltransferase [EC:2.3.1.8]"
"K13789",0.00641540547479141,7.16707980000569,0.001,"GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"K13821",0.0223605404272067,25.3878867420565,0.001,"putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"
"K13829",0.00357232948459381,3.97950181958322,0.002,"aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]"
"K13877",0.0117240964032209,13.168131450147,0.001,"aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]"
"K13888",0.0111755619401699,12.5450719825737,0.001,"macA; membrane fusion protein, macrolide-specific efflux system"
"K13889",0.00699456706114379,7.81865756251876,0.001,"gsiB; glutathione transport system substrate-binding protein"
"K13890",0.00724550814979865,8.10121143978673,0.001,"gsiC; glutathione transport system permease protein"
"K13891",0.00581004204723283,6.48683545919987,0.001,"gsiD; glutathione transport system permease protein"
"K13892",0.00745311432119133,8.33507919463618,0.001,"gsiA; glutathione transport system ATP-binding protein"
"K13893",0.013873206443956,15.6159017820217,0.001,"yejA; microcin C transport system substrate-binding protein"
"K13894",0.015888214182054,17.9206447846997,0.001,"yejB; microcin C transport system permease protein"
"K13895",0.015976924824607,18.0223279338778,0.001,"yejE; microcin C transport system permease protein"
"K13896",0.0115247830013625,12.9416589425024,0.001,"yejF; microcin C transport system ATP-binding protein"
"K13920",0.00540539287510903,6.03259463543181,0.001,"pduE; propanediol dehydratase small subunit [EC:4.2.1.28]"
"K13921",0.00929587165312759,10.4152362342421,0.001,"pduQ; 1-propanol dehydrogenase"
"K13922",0.00586088137436384,6.54393153197473,0.001,"pduP; propionaldehyde dehydrogenase [EC:1.2.1.87]"
"K13926",0.00678890781539568,7.58719645238172,0.001,"rbbA; ribosome-dependent ATPase"
"K13927",0.00266044045779791,2.96096638291497,0.001,"citXG; holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]"
"K13929",0.00394023412580073,4.39096129517915,0.001,"mdcA; malonate decarboxylase alpha subunit [EC:2.3.1.187]"
"K13931",0.00517316869174582,5.7720771767751,0.001,"mdcC; malonate decarboxylase delta subunit"
"K13932",0.00472760824688782,5.27257180800733,0.001,"mdcD; malonate decarboxylase beta subunit [EC:4.1.1.87]"
"K13933",0.00544150528871593,6.07311777295521,0.001,"mdcE; malonate decarboxylase gamma subunit [EC:4.1.1.87]"
"K13934",0.00480434246325031,5.35856451324088,0.001,"mdcG; phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]"
"K13936",0.00465395758963449,5.19004718397671,0.001,"mdcF; malonate transporter and related proteins"
"K13938",0.0097805228268192,10.9636101773735,0.001,"folM; dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]"
"K13940",0.00561162945717256,6.26406028266525,0.001,"sulD; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]"
"K13953",0.0168555434020271,19.0304212678898,0.001,"adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"
"K13954",0.00756461539819157,8.46072522430428,0.001,"yiaY; alcohol dehydrogenase [EC:1.1.1.1]"
"K13979",0.0187540600497907,21.214871631799,0.001,"yahK; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"
"K13985",0.0118723678548546,13.336666125083,0.001,"NAPEPLD; N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]"
"K13993",0.0261926797769311,29.8558800582168,0.001,"HSP20; HSP20 family protein"
"K14052",0.00753096250126566,8.42280016863049,0.001,"puuP; putrescine importer"
"K14054",0.00913442724593417,10.2326839500594,0.001,"mpaA; murein peptide amidase A"
"K14055",0.00879663215328591,9.85091657967143,0.001,"uspE; universal stress protein E"
"K14056",0.00461437521156513,5.14570067849427,0.001,"puuR; HTH-type transcriptional regulator, repressor for puuD"
"K14058",0.0201718909906358,22.8517622567937,0.001,"ttcA; tRNA 2-thiocytidine biosynthesis protein TtcA"
"K14059",0.0115464482270222,12.9662719194096,0.001,"int; integrase"
"K14060",0.00885687927470601,9.91898726768087,0.001,"pinR; putative DNA-invertase from lambdoid prophage Rac"
"K14063",0.0139362643308557,15.6878839041296,0.001,"feaR; AraC family transcriptional regulator, positive regulator of tynA and feaB"
"K14086",0.0058600558981477,6.54300441857864,0.001,"echA; ech hydrogenase subunit A"
"K14087",0.0058600558981477,6.54300441857864,0.001,"echB; ech hydrogenase subunit B"
"K14088",0.0058600558981477,6.54300441857864,0.001,"echC; ech hydrogenase subunit C"
"K14089",0.0058600558981477,6.54300441857864,0.001,"echD; ech hydrogenase subunit D"
"K14090",0.0055475139338693,6.19209117868849,0.001,"echE; ech hydrogenase subunit E"
"K14091",0.0058600558981477,6.54300441857864,0.001,"echF; ech hydrogenase subunit F"
"K14127",0.00666980875074876,7.45319912608334,0.001,"mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]"
"K14136",0.010166928789479,11.4012062079521,0.001,"K14136; decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]"
"K14155",0.0141808720509957,15.9671967507405,0.001,"patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"
"K14160",0.0205394566713514,23.2768916119066,0.001,"imuA; protein ImuA"
"K14161",0.0254039317718474,28.9333860314213,0.001,"imuB; protein ImuB"
"K14162",0.027893932463255,31.8507064899507,0.001,"dnaE2; error-prone DNA polymerase [EC:2.7.7.7]"
"K14170",0.00911029281122025,10.2053991953798,0.001,"pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]"
"K14187",0.00851237509149959,9.52985807809404,0.001,"tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]"
"K14188",0.0112284811638271,12.6051507900615,0.001,"dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]"
"K14205",0.00872267525332967,9.76736710251119,0.001,"mprF, fmtC; phosphatidylglycerol lysyltransferase [EC:2.3.2.3]"
"K14260",0.0102244595802334,11.4663877521623,0.001,"alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]"
"K14261",0.0127905544166827,14.3814622783809,0.001,"alaC; alanine-synthesizing transaminase [EC:2.6.1.-]"
"K14267",0.0210675046237545,23.888194786485,0.001,"dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]"
"K14287",0.0153542595063124,17.3089948507384,0.001,"ybdL; methionine transaminase [EC:2.6.1.88]"
"K14347",0.019082960603077,21.5941669057338,0.001,"SLC10A7, P7; solute carrier family 10 (sodium/bile acid cotransporter), member 7"
"K14348",0.00878328785634468,9.83584053930845,0.001,"lldR; GntR family transcriptional regulator, L-lactate dehydrogenase operon regulator"
"K14379",0.0112721482023558,12.6547305022977,0.001,"ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]"
"K14392",0.00399473864697682,4.45194425190153,0.001,"panF; sodium/pantothenate symporter"
"K14393",0.023656539346154,26.8950013314431,0.001,"actP; cation/acetate symporter"
"K14415",0.00471659846984669,5.26023471654492,0.001,"RTCB, rtcB; tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]"
"K14441",0.0188984573525813,21.3813624273384,0.001,"rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]"
"K14445",0.00760619976454012,8.50759218430863,0.001,"SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5"
"K14475",0.00149609624744116,1.66315507472589,0.082,"ICP; inhibitor of cysteine peptidase"
"K14534",0.00770365180954606,8.61743926014621,0.001,"abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]"
"K14540",0.0156624146067654,17.6619083447517,0.001,"rbgA; ribosome biogenesis GTPase A"
"K14591",0.00514446204696291,5.73988147452861,0.001,"aroM; protein AroM"
"K14623",0.0113796733718993,12.7768336363166,0.001,"dinD; DNA-damage-inducible protein D"
"K14645",0.00445323634001295,4.96520356235382,0.001,"K14645; serine protease [EC:3.4.21.-]"
"K14652",0.01215451570729,13.6575128900363,0.001,"ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"
"K14682",0.0127841785056831,14.3742004862003,0.001,"argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]"
"K14696",0.00750457131339327,8.39306047876705,0.001,"SLC30A9, ZNT9; solute carrier family 30 (zinc transporter), member 9"
"K14698",0.0162341891599694,18.3173167526313,0.001,"irtA, ybtP; ATP-binding cassette, subfamily B, bacterial IrtA/YbtP [EC:7.-.-.-]"
"K14699",0.0160107792581306,18.0611378680815,0.001,"irtB, ybtQ; ATP-binding cassette, subfamily B, bacterial IrtB/YbtQ [EC:7.-.-.-]"
"K14761",0.00936142276144914,10.4893747366213,0.001,"rlbA, ybcJ; ribosome-associated protein"
"K14956",0.0047533648953674,5.30143468739597,0.001,"esx, esat6, cfp10; ESAT-6 family protein"
"K14977",0.00460638884625389,5.13675350338577,0.001,"ylbA, UGHY; (S)-ureidoglycine aminohydrolase [EC:3.5.3.26]"
"K14982",0.0104003105194598,11.6656712803338,0.001,"ciaH; two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]"
"K14983",0.00992151375902156,11.1232396477237,0.001,"ciaR; two-component system, OmpR family, response regulator CiaR"
"K14987",0.0110775034913433,12.433763938834,0.001,"fixJ; two-component system, LuxR family, response regulator FixJ"
"K14998",0.0289714275011265,33.1177531094614,0.001,"SURF1, SHY1; surfeit locus 1 family protein"
"K15011",0.0165665808374696,18.6986778883829,0.001,"regB, regS, actS; two-component system, sensor histidine kinase RegB [EC:2.7.13.3]"
"K15012",0.0171130008462588,19.3261595236301,0.001,"regA, regR, actR; two-component system, response regulator RegA"
"K15024",0.0136862159224553,15.4025016370764,0.001,"K15024; putative phosphotransacetylase [EC:2.3.1.8]"
"K15034",0.0254514553158035,28.988925748893,0.001,"yaeJ; ribosome-associated protein"
"K15051",0.00852658430452389,9.5459025206264,0.001,"endA; DNA-entry nuclease"
"K15125",0.00691414016620018,7.72812895127378,0.001,"fhaB; filamentous hemagglutinin"
"K15255",0.00978300904214608,10.9664246684738,0.001,"PIF1; ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]"
"K15256",0.00607290601331502,6.782112808437,0.001,"cmoA; tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]"
"K15257",0.0111390311853648,12.5036026354406,0.001,"cmoB; tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]"
"K15268",0.0144090399490855,16.227862259064,0.001,"eamA; O-acetylserine/cysteine efflux transporter"
"K15342",0.00431091408868961,4.80583216804658,0.001,"cas1; CRISP-associated protein Cas1"
"K15371",0.0215317948919951,24.4262329683736,0.001,"GDH2; glutamate dehydrogenase [EC:1.4.1.2]"
"K15372",0.00200769314826827,2.23302261878945,0.012,"toa; taurine---2-oxoglutarate transaminase [EC:2.6.1.55]"
